ID,Contract,LocationID,BranchCode,Status,created_date,stopdate
4694,DTD000425,67,0,1,29:52.6,
4695,BDD013204,65,0,1,16:54.5,
4696,SGD337338,8,11,1,26:27.0,
4697,BDD013288,65,0,1,06:55.2,
4698,SGD336998,8,9,1,48:38.8,
4699,HND286749,4,10,1,30:31.3,
4700,NTD004130,58,0,1,38:10.8,
4701,SGD337537,8,9,1,38:07.1,
4702,SGD337342,8,3,1,54:24.3,
4703,HPD015503,31,0,1,18:08.6,
4704,VLD000505,70,0,1,23:47.5,
4705,TGD000573,73,0,1,00:42.5,
4706,BND002087,241,0,1,23:22.0,
4707,SGD338067,8,4,1,31:49.3,
4708,SGD319971,8,11,1,16:15.6,
4709,CTD007114,71,0,1,47:00.9,
4710,HUD001710,54,0,1,29:56.4,
4711,BDD002593,65,0,1,31:30.4,
4712,CTD007077,71,0,1,41:15.0,
4713,SGD338151,8,10,1,26:32.9,
4714,SGD337134,8,9,1,11:44.3,
4715,DAD005443,511,0,1,17:10.0,
4716,SGD338187,8,11,1,19:26.3,
4717,SGD338580,8,6,1,46:09.2,
4718,SGD223454,8,9,1,47:10.7,
4719,BDD013357,65,0,1,36:35.0,
4720,SGD338670,8,6,1,02:54.3,
4721,BGD000371,240,0,1,13:03.6,
4722,SGD338258,8,5,1,11:29.7,
4723,TGD000597,73,0,1,35:38.6,
4724,HNFD01676,4,13,1,47:35.4,
4725,HND280312,4,1,1,37:43.4,
4726,HUD001693,54,0,1,48:06.9,
4727,HUD001708,54,0,1,20:06.3,
4728,SGD338714,8,3,1,02:40.4,
4729,AGD001714,76,0,1,37:47.1,
4730,SGD339061,8,10,1,00:52.0,
4731,SGD339251,8,9,1,37:44.2,
4732,SGD339232,8,2,1,21:03.1,
4733,SGD338481,8,11,1,06:42.0,
4734,SGD255843,8,4,1,52:48.3,
4735,BDD013364,65,0,1,30:31.0,
4736,BDD011069,65,0,1,49:06.5,
4737,SGD339283,8,4,1,05:32.8,
4738,HND381356,4,14,1,41:54.4,
4739,BDD013490,65,0,1,00:54.4,
4740,BDD005221,65,0,1,27:40.1,
4741,TGD000623,73,0,1,21:30.4,
4742,BDD013498,65,0,1,27:00.0,
4743,THD001365,37,0,1,28:01.3,
4744,HND289223,4,13,1,49:07.3,
4745,SGD180038,8,9,1,11:20.1,
4746,KGD002325,77,0,1,02:45.5,
4747,KGD001867,77,0,1,37:18.2,
4748,HND288787,4,10,1,36:12.4,
4749,SGD338478,8,3,1,02:08.1,
4750,TGD000642,73,0,1,53:15.0,
4751,BGD000496,240,0,1,41:47.0,
4752,SGD339894,8,9,1,07:49.4,
4753,TND002230,280,0,1,27:01.5,
4754,TGD000643,73,0,1,28:21.1,
4755,HND275813,4,8,1,43:46.5,
4756,DLD002461,500,0,1,22:28.2,
4757,KGD002356,77,0,1,14:09.4,
4758,DND013868,61,0,1,34:15.7,
4759,NTD004318,58,0,1,55:30.2,
4760,HND292454,4,1,1,00:55.6,
4761,DND013891,61,0,1,18:24.3,
4762,SGD340049,8,10,1,24:35.8,
4763,SGD337757,8,3,1,23:14.7,
4764,DTD000550,67,0,1,20:47.3,
4765,DTD000550,67,0,1,55:30.9,
4766,BDD013574,65,0,1,10:48.6,
4767,BDD011287,65,0,1,47:18.2,
4768,HND281254,4,2,1,38:16.8,
4769,TGD000677,73,0,1,31:56.4,
4770,SGD338753,8,9,1,52:26.3,
4771,SGD339786,8,10,1,00:14.9,
4772,CTD007216,71,0,1,48:38.6,
4773,HND282165,4,11,1,53:11.3,
4774,DAFD00158,511,0,1,21:56.0,
4775,SGD238150,8,3,1,32:15.8,
4776,DLD000051,500,0,1,00:59.4,
4777,DAD005589,511,0,1,15:07.2,
4778,HND092636,4,10,1,09:02.7,
4779,BTD002177,62,0,1,18:50.8,
4780,HPD015297,31,0,1,28:46.1,
4781,SGD341718,8,4,1,39:56.7,
4782,SGD284229,8,6,1,06:44.0,
4783,DND013938,61,0,1,34:17.3,
4784,SGD309360,8,9,1,37:27.1,
4785,DAD005627,511,0,1,03:31.3,
4786,SGD338128,8,2,1,14:03.7,
4787,SGD257565,8,1,1,31:29.1,
4788,TGD000691,73,0,1,35:07.2,
4789,SGD342305,8,4,1,43:29.1,
4790,HUD001817,54,0,1,58:29.3,
4791,TGD000699,73,0,1,29:20.7,
4792,CMD000560,780,0,1,36:13.7,
4793,SGD341481,8,9,1,01:46.1,
4794,BDD008148,65,0,1,36:53.3,
4795,BDD013319,65,0,1,45:53.2,
4796,BGD000218,240,0,1,02:55.8,
4797,SGD218986,8,4,1,10:42.5,
4798,THD001352,37,0,1,32:02.2,
4799,HND274985,4,13,1,34:45.5,
4800,DND013983,61,0,1,12:15.1,
4801,KGD002436,77,0,1,23:12.1,
4802,HND274509,4,4,1,19:55.8,
4803,DND013753,61,0,1,00:05.0,
4804,HND293449,4,1,1,22:50.9,
4805,BDD003397,65,0,1,19:50.5,
4806,VPD000214,211,0,1,04:14.6,
4807,DTD000575,67,0,1,16:00.4,
4808,DAD005662,511,0,1,56:17.9,
4809,HND295087,4,3,1,20:57.9,
4810,HND291457,4,8,1,32:32.5,
4811,SGD342433,8,2,1,17:51.6,
4812,AGD001838,76,0,1,41:47.1,
4813,DND014022,61,0,1,42:05.0,
4814,HND381391,4,14,1,24:16.3,
4815,BDD012487,65,0,1,58:38.6,
4816,DTD000588,67,0,1,31:41.8,
4817,SGD341843,8,2,1,50:24.1,
4818,SGD342449,8,11,1,58:37.8,
4819,SGD342554,8,3,1,22:03.5,
4820,DLD001423,500,0,1,00:12.4,
4821,KGD002470,77,0,1,19:05.0,
4822,CMD000581,780,0,1,25:03.8,
4823,BDD002401,65,0,1,50:20.4,
4824,HND260355,4,1,1,20:13.0,
4825,DND008235,61,0,1,33:56.8,
4826,SGD320928,8,6,1,04:30.9,
4827,KGD002475,77,0,1,34:31.8,
4828,THD000780,37,0,1,37:56.2,
4829,HND283217,4,2,1,56:16.3,
4830,BDD013736,65,0,1,48:54.1,
4831,HND116774,4,3,1,37:13.5,
4832,SGD341843,8,2,1,00:53.7,
4833,DTD000612,67,0,1,00:38.1,
4834,LDD001793,63,0,1,35:30.6,
4835,SGD215745,8,5,1,45:47.6,
4836,DND014053,61,0,1,39:43.6,
4837,BND002389,241,0,1,07:33.7,
4838,SGD110354,8,3,1,55:45.1,
4839,BDD009933,65,0,1,50:42.2,
4840,SGD342245,8,9,1,41:12.1,
4841,HND273829,4,8,1,53:50.7,
4842,HPD015533,31,0,1,40:06.8,
4843,BDD013753,65,0,1,04:57.5,
4844,HND252875,4,13,1,09:01.9,
4845,DND013967,61,0,1,20:40.9,
4846,BGD000056,240,0,1,04:07.3,
4847,HND283230,4,4,1,07:07.3,
4848,SGD338103,8,2,1,35:22.6,
4849,DLD001982,500,0,1,06:53.2,
4850,DAD005688,511,0,1,33:05.8,
4851,KGD002489,77,0,1,00:49.7,
4852,SGD343025,8,9,1,21:17.7,
4853,TID000056,66,0,1,06:26.9,
4854,VTD008930,64,0,1,25:36.3,
4855,SGD342972,8,1,1,57:40.9,
4856,SGD343720,8,11,1,22:20.6,
4857,HPD015517,31,0,1,19:44.6,
4858,DTD000617,67,0,1,28:22.0,
4859,DND005160,61,0,1,02:34.9,
4860,BDD006244,65,0,1,08:40.9,
4861,SGD201602,8,9,1,58:24.6,
4862,DND014124,61,0,1,36:21.3,
4863,TGD000769,73,0,1,06:01.0,
4864,SGD343776,8,10,1,34:49.6,
4865,BGD000028,240,0,1,59:10.9,
4866,BGD000004,240,0,1,54:52.6,
4867,DTD000617,67,0,1,44:39.9,
4868,BDD012809,65,0,1,59:05.6,
4869,KGD000191,77,0,1,15:16.9,
4870,HND289700,4,5,1,28:54.1,
4871,BDD005838,65,0,1,41:15.6,
4872,TGD000794,73,0,1,05:42.4,
4873,HPD015189,31,0,1,26:24.4,
4874,AGD001907,76,0,1,22:06.4,
4875,SGD288068,8,2,1,22:33.5,
4876,DAD005736,511,0,1,48:57.3,
4877,HND286741,4,8,1,36:58.7,
4878,BDD013753,65,0,1,32:09.4,
4879,DTD000654,67,0,1,00:07.7,
4880,BDD000123,65,0,1,57:37.5,
4881,DND014160,61,0,1,38:03.4,
4882,NTD004470,58,0,1,21:02.2,
4883,HND276856,4,5,1,07:30.6,
4884,BDD003349,65,0,1,32:41.9,
4885,HND145494,4,3,1,51:11.2,
4886,SGD321128,8,9,1,29:28.9,
4887,BND002077,241,0,1,36:00.7,
4888,BDD013873,65,0,1,24:29.1,
4889,TGD000806,73,0,1,20:50.2,
4890,CTD007587,71,0,1,56:47.7,
4891,VPD000244,211,0,1,52:22.6,
4892,SGD344452,8,4,1,30:16.1,
4893,DND008439,61,0,1,06:29.9,
4894,CMD000691,780,0,1,55:56.8,
4895,AGD001924,76,0,1,58:05.7,
4896,SGD344651,8,6,1,06:36.4,
4897,BDD006152,65,0,1,53:19.5,
4898,NTD003906,58,0,1,04:08.5,
4899,SGD299988,8,8,1,08:04.0,
4900,BDD013632,65,0,1,22:41.9,
4901,HND296491,4,13,1,03:35.4,
4902,SGD342345,8,4,1,00:44.9,
4903,DTD000658,67,0,1,57:21.1,
4904,HUD001893,54,0,1,07:48.9,
4905,SGD318104,8,3,1,26:09.7,
4906,THD000751,37,0,1,29:30.0,
4907,NTD004466,58,0,1,59:04.3,
4908,CTD005140,71,0,1,01:08.7,
4909,DND013823,61,0,1,52:12.3,
4910,BDD005451,65,0,1,33:39.4,
4911,SGD306800,8,1,1,49:21.0,
4912,SGFD10438,8,4,1,54:21.3,
4913,TGD000829,73,0,1,51:37.0,
4914,BDD013819,65,0,1,44:09.1,
4915,BDD009559,65,0,1,29:57.6,
4916,BDD013813,65,0,1,34:08.3,
4917,SGD260339,8,6,1,18:44.7,
4918,DAD005538,511,0,1,00:39.0,
4919,BDD013910,65,0,1,51:55.9,
4920,KGD002592,77,0,1,40:46.9,
4921,SGD328832,8,10,1,19:00.7,
4922,BDD013882,65,0,1,56:07.0,
4923,CTD007557,71,0,1,43:01.3,
4924,LDD001772,63,0,1,00:29.5,
4925,BTD000919,62,0,1,23:30.6,
4926,SGD345515,8,11,1,54:42.4,
4927,DAD005846,511,0,1,07:00.9,
4928,BDD013887,65,0,1,08:36.2,
4929,SGD345548,8,11,1,40:35.7,
4930,HND277809,4,8,1,17:23.0,
4931,HUD000443,54,0,1,41:38.6,
4932,BDD013835,65,0,1,57:56.3,
4933,CMD000730,780,0,1,36:49.6,
4934,SGD244171,8,3,1,53:45.5,
4935,HND284246,4,1,1,19:59.6,
4936,HUD001919,54,0,1,25:11.7,
4937,CMD000746,780,0,1,41:40.9,
4938,BDD013962,65,0,1,43:11.4,
4939,AGD001850,76,0,1,05:25.9,
4940,TID000219,66,0,1,18:49.8,
4941,SGD147483,8,8,1,52:34.6,
4942,DLD001310,500,0,1,39:20.9,
4943,SGD346201,8,5,1,29:56.7,
4944,SGD346201,8,5,1,05:53.9,
4945,KGD002611,77,0,1,14:26.9,
4946,BDD005696,65,0,1,30:06.8,
4947,CMD000761,780,0,1,33:53.9,
4948,HND294446,4,5,1,04:28.2,
4949,BDD013942,65,0,1,50:02.5,
4950,SGD345919,8,3,1,01:41.2,
4951,BDD005659,65,0,1,55:35.1,
4952,HND289700,4,5,1,27:38.2,
4953,BDD013986,65,0,1,29:46.5,
4954,SGD010087,8,6,1,31:52.5,
4955,HND285176,4,2,1,44:51.6,
4956,SGD327673,8,4,1,04:26.0,
4957,CMD000773,780,0,1,48:31.3,
4958,DND005232,61,0,1,14:20.8,
4959,KGD002642,77,0,1,37:36.5,
4960,HND298075,4,5,1,32:22.7,
4961,NTD004451,58,0,1,57:13.2,
4962,BDD007470,65,0,1,39:35.4,
4963,HPD016061,31,0,1,25:00.1,
4964,BDD008179,65,0,1,55:35.1,
4965,VLD000761,70,0,1,38:08.7,
4966,DAD004191,511,0,1,48:11.0,
4967,BDD006473,65,0,1,12:40.3,
4968,BDD004812,65,0,1,42:11.8,
4969,TID000343,66,0,1,52:26.5,
4970,SGD346550,8,6,1,15:06.1,
4971,BDD014011,65,0,1,21:14.0,
4972,NTD004584,58,0,1,17:01.2,
4973,BTD002715,62,0,1,23:54.7,
4974,SGD346685,8,3,1,29:31.5,
4975,HND283205,4,2,1,12:47.2,
4976,DTD000760,67,0,1,55:05.2,
4977,SGD333790,8,2,1,26:04.1,
4978,DTD000756,67,0,1,32:07.8,
4979,DTD000735,67,0,1,54:53.3,
4980,AGD002016,76,0,1,22:23.5,
4981,TND003028,280,0,1,33:07.6,
4982,BDD013000,65,0,1,00:02.2,
4983,BDD002385,65,0,1,03:45.7,
4984,DTD000763,67,0,1,11:33.3,
4985,DAD005905,511,0,1,14:51.3,
4986,TND001176,280,0,1,05:41.1,
4987,TGD000976,73,0,1,51:01.5,
4988,NTD003785,58,0,1,27:16.5,
4989,TGD000985,73,0,1,57:22.1,
4990,THD000878,37,0,1,28:34.6,
4991,SGD313184,8,9,1,10:02.2,
4992,SGD347232,8,2,1,06:14.8,
4993,HND249070,4,1,1,48:50.3,
4994,AGD002033,76,0,1,01:26.1,
4995,HND286188,4,2,1,05:16.7,
4996,DTD000776,67,0,1,36:04.9,
4997,SGD113904,8,5,1,58:44.6,
4998,BDD015001,65,0,1,08:03.3,
4999,HND284323,4,4,1,13:19.5,
5000,HUD001816,54,0,1,25:30.8,
5001,SGD347842,8,8,1,12:05.6,
5002,HND085134,4,1,1,45:40.6,
5003,HND261385,4,3,1,15:26.6,
5004,SGD347115,8,6,1,59:29.5,
5005,DND008742,61,0,1,33:33.2,
5006,BDD006930,65,0,1,45:03.9,
5007,SGD348477,8,6,1,21:57.6,
5008,DTD000795,67,0,1,34:05.4,
5009,HND296686,4,8,1,20:54.5,
5010,SGD347044,8,9,1,15:40.9,
5011,KGD002744,77,0,1,17:49.2,
5012,SGD348859,8,9,1,27:09.6,
5013,KGD002763,77,0,1,36:34.2,
5014,HND278840,4,8,1,40:38.6,
5015,VTD009206,64,0,1,28:20.0,
5016,BDD015104,65,0,1,17:41.5,
5017,TGD001057,73,0,1,27:31.7,
5018,CTD007953,71,0,1,22:06.7,
5019,TGD001057,73,0,1,24:06.2,
5020,SGD285014,8,6,1,53:14.0,
5021,TID000449,66,0,1,13:29.4,
5022,BDD005317,65,0,1,04:38.4,
5023,HND297684,4,5,1,32:28.0,
5024,SGD349020,8,5,1,36:29.6,
5025,BDD013952,65,0,1,30:11.3,
5026,SGD342305,8,4,1,14:00.8,
5027,AGD002101,76,0,1,57:07.5,
5028,SGD345789,8,1,1,41:48.7,
5029,BDD015142,65,0,1,49:10.8,
5030,DND014586,61,0,1,51:43.5,
5031,HND298041,4,1,1,14:31.4,
5032,DND013753,61,0,1,50:09.0,
5033,TID000452,66,0,1,03:18.9,
5034,SGD346177,8,8,1,37:04.9,
5035,SGD350466,8,8,1,29:16.7,
5036,TID000435,66,0,1,7/22/2010 10:20,
5037,HND301081,4,8,1,07:29.4,
5038,HDD005962,320,0,1,40:01.0,
5039,DND014540,61,0,1,00:56.3,
5040,AGD002120,76,0,1,18:16.7,
5041,DND004361,61,0,1,15:48.5,
5042,DND014518,61,0,1,51:21.4,
5043,SGD351639,8,5,1,37:07.8,
5044,CMD000888,780,0,1,10:05.3,
5045,TID000509,66,0,1,27:29.0,
5046,NTD004703,58,0,1,44:26.3,
5047,HND305404,4,3,1,01:53.6,
5048,DND000938,61,0,1,36:25.1,
5049,HPD012733,31,0,1,18:26.3,
5050,SGD253549,8,9,1,13:48.7,
5051,HND288198,4,1,1,10:25.1,
5052,HND297658,4,1,1,29:01.7,
5053,DND014644,61,0,1,09:19.2,
5054,SGD350126,8,7,1,45:27.5,
5055,HND288253,4,1,1,27:29.5,
5056,SGD233346,8,3,1,23:35.9,
5057,DND014665,61,0,1,04:31.3,
5058,VLD000836,70,0,1,12:49.2,
5059,CTD008888,71,0,1,27:32.6,
5060,BDD005261,65,0,1,16:09.8,
5061,SGD352752,8,9,1,06:01.5,
5062,DND013640,61,0,1,37:18.5,
5063,TID000565,66,0,1,02:05.4,
5064,SGD351670,8,3,1,33:49.2,
5065,SGD352799,8,9,1,42:04.4,
5066,SGD352045,8,10,1,08:01.9,
5067,SGD240224,8,11,1,36:38.5,
5068,DND014258,61,0,1,38:53.3,
5069,SGD352349,8,3,1,41:50.8,
5070,HND068521,4,5,1,29:58.9,
5071,HND068521,4,5,1,31:28.4,
5072,AGD002219,76,0,1,34:09.1,
5073,HND290509,4,7,1,35:22.1,
5074,DTD000918,67,0,1,57:04.9,
5075,TGD000009,73,0,1,20:37.0,
5076,DTD000041,67,0,1,59:43.6,
5077,SGD350724,8,3,1,28:43.3,
5078,HND280861,4,5,1,26:42.4,
5079,DND008159,61,0,1,50:36.7,
5080,HND288226,4,2,1,38:39.7,
5081,TID000597,66,0,1,57:20.1,
5082,BDD001443,65,0,1,32:09.5,
5083,HND281915,4,5,1,07:02.4,
5084,TID000522,66,0,1,40:34.6,
5085,VTD007192,64,0,1,57:31.7,
5086,CTD007929,71,0,1,29:40.3,
5087,TID000489,66,0,1,22:31.4,
5088,TID000409,66,0,1,05:34.3,
5089,HNFD06699,4,10,1,03:54.3,
5090,BDD001919,65,0,1,41:38.0,
5091,HND290594,4,2,1,21:28.4,
5092,HUD002233,54,0,1,58:17.8,
5093,DND014775,61,0,1,21:48.1,
5094,LDD002410,63,0,1,26:34.9,
5095,HPD016913,31,0,1,04:14.9,
5096,HUD002178,54,0,1,48:20.5,
5097,LDD002500,63,0,1,04:12.5,
5098,SGD355033,8,3,1,14:33.4,
5099,SGD355033,8,3,1,44:14.1,
5100,HUD002115,54,0,1,47:30.5,
5101,SGD355569,8,9,1,16:06.3,
5102,HND281843,4,5,1,03:02.0,
5103,CTD008318,71,0,1,14:49.7,
5104,TND003280,280,0,1,19:46.5,
5105,DND014942,61,0,1,21:22.6,
5106,SGD350569,8,5,1,49:58.2,
5107,LDD002517,63,0,1,33:12.2,
5108,SGD355372,8,6,1,02:06.9,
5109,HND278384,4,14,1,56:48.7,
5110,HND303059,4,13,1,13:42.9,
5111,HPD017016,31,0,1,03:17.3,
5112,BDD008727,65,0,1,09:00.2,
5113,BTD000249,62,0,1,09:57.3,
5114,LDD002524,63,0,1,42:03.8,
5115,SGD353965,8,9,1,26:58.8,
5116,SGFD01540,8,6,1,03:12.5,
5117,BDD015445,65,0,1,24:08.3,
5118,TID000688,66,0,1,48:21.8,
5119,SGD356671,8,11,1,31:43.6,
5120,SGD319422,8,3,1,37:57.1,
5121,BGD000956,240,0,1,45:10.0,
5122,HUD002274,54,0,1,48:37.6,
5123,LDD002566,63,0,1,44:17.5,
5124,CMD000231,780,0,1,26:41.9,
5125,HND015761,4,2,1,40:52.7,
5126,DND011871,61,0,1,13:56.4,
5127,HUD002196,54,0,1,45:04.8,
5128,BDD000963,65,0,1,46:30.8,
5129,SGD353726,8,9,1,11:05.7,
5130,CMD001061,780,0,1,18:48.1,
5131,HPD017542,31,0,1,24:54.8,
5132,BDD015535,65,0,1,04:28.9,
5133,BDD013882,65,0,1,07:32.3,
5134,BDD010758,65,0,1,53:02.2,
5135,HND292214,4,1,1,37:11.4,
5136,CMD001020,780,0,1,44:57.9,
5137,HND032648,4,11,1,19:37.6,
5138,HND306058,4,7,1,06:05.0,
5139,HND306103,4,1,1,16:04.1,
5140,CMD001074,780,0,1,00:34.5,
5141,DAD006602,511,0,1,40:33.4,
5142,DAD006648,511,0,1,52:28.5,
5143,BDD015350,65,0,1,18:11.3,
5144,HND210075,4,13,1,28:23.7,
5145,HPD017177,31,0,1,49:29.1,
5146,AGD002346,76,0,1,17:07.5,
5147,AGD002346,76,0,1,08:14.6,
5148,SGD358133,8,10,1,34:29.3,
5149,BDD006440,65,0,1,13:54.2,
5150,VPD000426,211,0,1,25:58.4,
5151,SGD358752,8,11,1,47:48.2,
5152,HND173979,4,2,1,22:55.4,
5153,SGD358788,8,11,1,19:24.6,
5154,DTD001064,67,0,1,31:27.8,
5155,BTD003050,62,0,1,49:38.2,
5156,TID000724,66,0,1,43:41.2,
5157,DND015148,61,0,1,41:12.9,
5158,HUD002388,54,0,1,12:55.2,
5159,BDD015634,65,0,1,18:22.1,
5160,BDD011088,65,0,1,23:59.6,
5161,KGD003039,77,0,1,42:24.1,
5162,CMD001111,780,0,1,09:38.6,
5163,TGD001450,73,0,1,28:50.8,
5164,TID000733,66,0,1,11:36.9,
5165,TID000679,66,0,1,09:09.7,
5166,KGD003045,77,0,1,19:33.0,
5167,HND294242,4,3,1,14:56.7,
5168,CMD001125,780,0,1,47:50.9,
5169,BDD015675,65,0,1,07:17.8,
5170,KGD003029,77,0,1,12:21.5,
5171,HND303733,4,2,1,57:59.2,
5172,SGD358860,8,8,1,20:28.9,
5173,DAD006800,511,0,1,23:13.2,
5174,AGD002398,76,0,1,52:17.6,
5175,SGD111763,8,3,1,07:39.5,
5176,DND010478,61,0,1,11:01.1,
5177,SGD282514,8,4,1,01:10.8,
5178,BDD004299,65,0,1,17:17.2,
5179,SGDF00995,8,6,1,18:53.0,
5180,HND284393,4,14,1,55:35.4,
5181,DND014619,61,0,1,01:35.1,
5182,BTD001034,62,0,1,26:25.5,
5183,SGD360327,8,9,1,12:52.2,
5184,SGD273114,8,3,1,38:03.3,
5185,AGD002454,76,0,1,53:50.7,
5186,SGD307328,8,11,1,17:47.7,
5187,CTD008688,71,0,1,18:44.6,
5188,AGD002455,76,0,1,43:28.3,
5189,HND285354,4,14,1,31:46.7,
5190,SGD360463,8,9,1,29:52.1,
5191,TGD001484,73,0,1,12:46.4,
5192,NTD005006,58,0,1,23:43.4,
5193,BTD002883,62,0,1,26:55.5,
5194,BDD006064,65,0,1,50:03.1,
5195,TID000789,66,0,1,04:04.1,
5196,HUD002385,54,0,1,40:25.6,
5197,SGD169539,8,6,1,46:51.7,
5198,TID000802,66,0,1,47:03.7,
5199,SGD362114,8,3,1,36:56.5,
5200,DTD001024,67,0,1,30:11.4,
5201,BDD015807,65,0,1,19:02.0,
5202,KGD003114,77,0,1,03:36.7,
5203,DAD006925,511,0,1,33:02.9,
5204,BDD015840,65,0,1,38:52.9,
5205,BDD015793,65,0,1,57:08.8,
5206,DND010163,61,0,1,57:28.9,
5207,BTD003155,62,0,1,57:51.1,
5208,SGD362193,8,5,1,05:13.7,
5209,HND317406,4,2,1,07:17.9,
5210,BDD005530,65,0,1,25:19.9,
5211,BDD015811,65,0,1,51:09.7,
5212,KGD003133,77,0,1,08:15.4,
5213,AGD002510,76,0,1,49:42.4,
5214,DND009153,61,0,1,20:22.9,
5215,HND286831,4,2,1,36:03.5,
5216,HND270615,4,7,1,37:08.5,
5217,BND002973,241,0,1,09:27.7,
5218,SGD286915,8,3,1,48:44.4,
5219,HND294225,4,4,1,10:13.4,
5220,HUD000518,54,0,1,02:42.5,
5221,SGD208471,8,4,1,51:53.9,
5222,HND306790,4,5,1,58:15.6,
5223,BDD015849,65,0,1,17:19.5,
5224,DAD007024,511,0,1,56:46.6,
5225,AGD002531,76,0,1,58:53.8,
5226,CMD001228,780,0,1,56:41.5,
5227,CMD001240,780,0,1,28:43.2,
5228,CMD001240,780,0,1,41:47.7,
5229,SGD101581,8,2,1,08:49.8,
5230,HND310146,4,1,1,32:13.9,
5231,LDD002838,63,0,1,31:02.6,
5232,NTD005029,58,0,1,37:04.7,
5233,SGD363543,8,11,1,15:17.0,
5234,BTD003181,62,0,1,57:42.3,
5235,VPD000476,211,0,1,01:57.9,
5236,HUD002649,54,0,1,33:01.7,
5237,NTD005105,58,0,1,33:14.4,
5238,LDD002838,63,0,1,53:36.7,
5239,SGD219016,8,5,1,03:45.7,
5240,HUD002615,54,0,1,31:37.4,
5241,HND293294,4,4,1,39:49.2,
5242,TID000109,66,0,1,56:15.7,
5243,SGD364428,8,5,1,05:52.4,
5244,SGD363128,8,9,1,49:12.8,
5245,DTD001239,67,0,1,32:18.1,
5246,BDD013383,65,0,1,06:35.2,
5247,AGD002577,76,0,1,09:45.4,
5248,AGD002577,76,0,1,13:19.9,
5249,HND317406,4,2,1,48:59.0,
5250,DTD001166,67,0,1,42:18.0,
5251,CMD001259,780,0,1,17:37.8,
5252,SGD262042,8,11,1,22:10.5,
5253,SGD363327,8,3,1,19:27.4,
5254,BID001560,56,0,1,01:00.3,
5255,HND298332,4,2,1,03:11.1,
5256,HPD008630,31,0,1,35:58.9,
5257,HND317425,4,2,1,22:16.2,
5258,CTD009055,71,0,1,22:07.1,
5259,HND245032,4,4,1,54:11.4,
5260,SGD346243,8,8,1,27:20.8,
5261,HND294583,4,5,1,55:02.5,
5262,DTD001247,67,0,1,02:06.4,
5263,CMD000816,780,0,1,03:40.9,
5264,HND382361,4,14,1,02:04.7,
5265,SGD365836,8,9,1,27:36.1,
5266,SGD365823,8,3,1,51:29.4,
5267,CTD009141,71,0,1,19:26.2,
5268,TID000862,66,0,1,47:27.4,
5269,HND312058,4,1,1,52:03.9,
5270,DTD001244,67,0,1,43:33.9,
5271,SGD365763,8,9,1,26:54.5,
5272,HND313056,4,1,1,41:40.7,
5273,HUD002320,54,0,1,02:40.2,
5274,NDD002070,350,0,1,42:18.6,
5275,NDD001470,350,0,1,31:49.2,
5276,BGD001168,240,0,1,08:21.3,
5277,SGD266437,8,3,1,38:41.6,
5278,BND003091,241,0,1,10:21.5,
5279,SGD241697,8,3,1,04:21.1,
5280,NDD002222,350,0,1,14:31.8,
5281,DAD006428,511,0,1,08:22.7,
5282,BDD008727,65,0,1,34:01.0,
5283,DAD005813,511,0,1,06:57.9,
5284,SGD351875,8,6,1,01:22.7,
5285,BND003097,241,0,1,26:52.4,
5286,DND015655,61,0,1,49:30.5,
5287,SGD362589,8,11,1,46:03.4,
5288,SGD360275,8,11,1,18:07.5,
5289,NTD004015,58,0,1,52:28.4,
5290,TID000897,66,0,1,30:31.1,
5291,SGD261565,8,5,1,24:02.2,
5292,HUD002786,54,0,1,24:31.0,
5293,HUD002788,54,0,1,19:57.5,
5294,TGD001632,73,0,1,45:37.3,
5295,HND147643,4,3,1,42:16.7,
5296,BND002168,241,0,1,55:32.6,
5297,NTD005208,58,0,1,58:00.7,
5298,HND286382,4,14,1,35:26.8,
5299,DAD007285,511,0,1,34:12.5,
5300,VLD001305,70,0,1,44:37.1,
5301,HND301190,4,3,1,05:26.6,
5302,HND257795,4,10,1,54:33.7,
5303,HND271372,4,2,1,23:01.0,
5304,BDD015124,65,0,1,19:36.4,
5305,AGD002693,76,0,1,16:10.4,
5306,CMD001302,780,0,1,20:28.9,
5307,SGD259933,8,6,1,09:31.2,
5308,BDD016187,65,0,1,43:32.9,
5309,SGD191744,8,4,1,09:30.8,
5310,SGD367280,8,6,1,28:02.3,
5311,DND009825,61,0,1,51:51.6,
5312,DND009825,61,0,1,56:06.7,
5313,HND283985,4,11,1,25:23.8,
5314,HND285986,4,5,1,57:39.1,
5315,BDD010706,65,0,1,41:27.6,
5316,HND314124,4,1,1,01:11.1,
5317,SGD364283,8,11,1,42:25.7,
5318,CMD001318,780,0,1,52:33.5,
5319,NAD003595,38,0,1,47:42.3,
5320,NDD002271,350,0,1,57:09.8,
5321,DAD007370,511,0,1,49:30.3,
5322,HND289987,4,5,1,40:56.9,
5323,HND289819,4,3,1,33:14.9,
5324,AGD002714,76,0,1,07:50.7,
5325,CMD001064,780,0,1,07:54.8,
5326,HPD015125,31,0,1,10:21.6,
5327,NAD003629,38,0,1,36:55.9,
5328,DAD004118,511,0,1,20:44.7,
5329,BDD015907,65,0,1,09:16.9,
5330,DAD007403,511,0,1,32:41.5,
5331,DND015816,61,0,1,30:16.1,
5332,SGD318242,8,3,1,35:13.6,
5333,QAD000267,510,0,1,23:56.5,
5334,BDD011584,65,0,1,16:44.1,
5335,HPD002470,31,0,1,27:34.9,
