Transaction_ID,CustomerID,Purchase_Date,GMV
3215,2384764,6/1/2022,75000
3216,3289206,6/1/2022,60000
3217,3530958,7/1/2022,63636
3218,3253512,7/1/2022,90000
3219,3555700,7/1/2022,70000
3220,3955017,7/1/2022,70000
3221,3633925,8/1/2022,70000
3222,4095325,8/1/2022,70000
3223,4166061,7/1/2022,60000
3224,669046,8/1/2022,75000
3225,780584,8/1/2022,125000
3226,1531983,8/1/2022,95000
3227,1335688,8/1/2022,75000
3228,2932053,8/1/2022,75000
3229,194493,6/1/2022,105000
3230,3203063,6/1/2022,95000
3231,2837552,6/1/2022,95000
3232,3584825,6/1/2022,70000
3233,3991647,6/1/2022,80000
3234,4160040,6/1/2022,60000
3235,4174198,6/3/2022,56000
3236,3502996,7/1/2022,90000
3237,3747734,7/1/2022,80000
3238,2616489,8/1/2022,75000
3239,3601137,8/1/2022,70000
3240,2298908,6/1/2022,70000
3241,3391804,6/1/2022,70000
3242,3736058,6/1/2022,80000
3243,212157,7/1/2022,105000
3244,2174773,7/1/2022,95000
3245,2802744,7/1/2022,90000
3246,2689867,7/1/2022,70000
3247,3178095,8/1/2022,95000
3248,4212862,6/19/2022,28000
3249,1674571,7/1/2022,75000
3250,2294271,7/1/2022,75000
3251,1724351,8/1/2022,90000
3252,2472956,8/1/2022,95000
3253,2534324,8/1/2022,95000
3254,2855627,8/1/2022,75000
3255,3603241,8/1/2022,70000
3256,2457389,6/1/2022,75000
3257,3209655,6/1/2022,90000
3258,3198601,6/1/2022,95000
3259,4089609,6/1/2022,70000
3260,2794473,7/1/2022,95000
3261,4363105,8/20/2022,27097
3262,2154091,6/1/2022,135000
3263,2448740,6/1/2022,115000
3264,3632275,6/1/2022,70000
3265,3795976,7/1/2022,60000
3266,1459534,7/1/2022,30000
3267,3539540,8/1/2022,70000
3268,899171,6/1/2022,115000
3269,1448589,6/1/2022,70000
3270,2125566,6/1/2022,95000
3271,3880757,6/1/2022,70000
3272,4136432,6/1/2022,60000
3273,372935,7/1/2022,85000
3274,1713862,7/1/2022,90000
3275,1649740,7/1/2022,75000
3276,818860,8/1/2022,85000
3277,3638416,6/1/2022,99091
3278,1866285,7/1/2022,95000
3279,2210542,7/1/2022,75000
3280,3334807,7/1/2022,70000
3281,2496450,8/1/2022,75000
3282,3682281,8/1/2022,70000
3283,818259,6/1/2022,105000
3284,3220363,6/1/2022,90000
3285,3428083,6/1/2022,70000
3286,1232949,7/1/2022,75000
3287,2287910,8/1/2022,95000
3288,4257972,8/1/2022,70000
3289,2030421,6/1/2022,95000
3290,2691916,6/1/2022,95000
3291,1932973,8/1/2022,135000
3292,2337831,8/1/2022,75000
3293,3841993,8/1/2022,99091
3294,3200144,8/1/2022,75000
3295,2430217,6/1/2022,95000
3296,3507229,7/1/2022,90000
3297,782779,8/1/2022,85000
3298,1963520,8/1/2022,75000
3299,2135828,8/1/2022,75000
3300,3786923,8/1/2022,60000
3301,2014110,6/1/2022,135000
3302,3207944,7/1/2022,95000
3303,4166483,7/1/2022,70000
3304,2170373,8/1/2022,95000
3305,2610779,8/1/2022,95000
3306,2724906,8/1/2022,70000
3307,2844919,8/1/2022,75000
3308,2888188,8/1/2022,75000
3309,3132324,8/1/2022,95000
3310,3845391,8/1/2022,70000
3311,3747425,6/1/2022,70000
3312,4222162,6/23/2022,18666
3313,2736320,7/1/2022,75000
3314,1002132,7/1/2022,75000
3315,3904476,7/1/2022,80000
3316,4095659,7/1/2022,70000
3317,3478509,6/1/2022,60000
3318,2605063,6/1/2022,95000
3319,2231770,7/1/2022,75000
3320,2146082,7/1/2022,30000
3321,4270097,7/13/2022,42903
3322,76812,8/1/2022,105000
3323,839993,6/1/2022,95000
3324,1271190,8/1/2022,95000
3325,1594747,8/1/2022,60000
3326,2518128,8/1/2022,115000
3327,2580095,8/1/2022,95000
3328,4386763,8/30/2022,3871
3329,3926330,6/1/2022,70000
3330,2617794,7/1/2022,75000
3331,3183795,7/1/2022,75000
3332,610909,7/1/2022,75000
3333,3982379,7/1/2022,70000
3334,3697170,8/1/2022,70000
3335,4199702,8/1/2022,60000
3336,214596,6/1/2022,143182
3337,1593691,6/1/2022,75000
3338,2035620,6/1/2022,95000
3339,2147040,6/1/2022,27500
3340,2987309,6/1/2022,75000
3341,3484335,6/1/2022,70000
3342,706822,7/1/2022,95000
3343,3091941,7/1/2022,75000
3344,977176,8/1/2022,0
3345,3592418,8/1/2022,70000
3346,3433282,6/1/2022,70000
3347,2770667,6/1/2022,115000
3348,2106673,7/1/2022,70000
3349,3509700,7/1/2022,70000
3350,3749692,7/1/2022,70000
3351,4285783,7/20/2022,27097
3352,1054014,8/1/2022,115000
3353,929914,8/1/2022,105000
3354,3372113,8/1/2022,90000
3355,4111662,8/1/2022,60000
3356,3446065,6/1/2022,70000
3357,3545703,6/1/2022,70000
3358,3722138,6/1/2022,70000
3359,4117195,6/1/2022,80000
3360,3268240,7/1/2022,70000
3361,4301469,7/26/2022,13549
3362,2995691,8/1/2022,100000
3363,269531,8/1/2022,75000
3364,2090117,8/1/2022,95000
3365,3251564,8/1/2022,90000
3366,3582020,8/1/2022,70000
3367,3973326,8/1/2022,70000
3368,3140961,6/1/2022,65000
3369,762062,6/1/2022,75000
3370,972311,6/1/2022,20000
3371,3864962,6/1/2022,70000
3372,2239807,7/1/2022,70000
3373,3375741,7/1/2022,60000
3374,3552700,8/1/2022,80000
3375,3881274,8/1/2022,70000
3376,1253571,7/1/2022,70000
3377,3751056,7/1/2022,80000
3378,4102420,7/1/2022,80000
3379,3942239,7/1/2022,70000
3380,2234128,8/1/2022,95000
3381,2251176,8/1/2022,75000
3382,2800818,6/1/2022,75000
3383,2332966,6/1/2022,95000
3384,3004927,6/1/2022,75000
3385,3496436,6/1/2022,90000
3386,4028780,6/1/2022,70000
3387,2341933,6/25/2022,14000
3388,2429883,8/1/2022,75000
3389,165535,7/1/2022,85000
3390,1372331,7/1/2022,95000
3391,1300565,7/1/2022,95000
3392,3774435,7/1/2022,80000
3393,830250,8/1/2022,75000
3394,839659,8/1/2022,75000
3395,634007,7/1/2022,75000
3396,873999,7/1/2022,75000
3397,2354704,7/1/2022,75000
3398,3401686,7/1/2022,90000
3399,4069034,7/1/2022,70000
3400,3624664,8/1/2022,80000
3401,3855789,8/1/2022,70000
3402,3464483,8/1/2022,70000
3403,2226374,6/1/2022,75000
3404,3601162,6/1/2022,60000
3405,4018382,6/1/2022,70000
3406,3570985,7/1/2022,70000
3407,1080838,8/1/2022,75000
3408,1647841,8/1/2022,95000
3409,1931300,8/1/2022,95000
3410,2586208,8/1/2022,90000
3411,2738912,8/1/2022,95000
3412,2446246,6/1/2022,95000
3413,1943766,6/1/2022,95000
3414,2933244,6/1/2022,75000
3415,3424644,6/1/2022,60000
3416,591672,7/1/2022,95000
3417,2642612,7/1/2022,115000
3418,4075571,7/1/2022,70000
3419,2172760,8/1/2022,95000
3420,3851524,6/1/2022,63636
3421,2794366,6/1/2022,95000
3422,3310629,6/1/2022,70000
3423,3988409,6/1/2022,60000
3424,1799955,8/1/2022,70000
3425,3008737,8/1/2022,75000
3426,3866666,8/1/2022,70000
3427,3505763,8/1/2022,70000
3428,4118618,8/1/2022,80000
3429,539516,6/1/2022,70000
3430,2424653,6/1/2022,115000
3431,3294631,7/1/2022,70000
3432,3445945,7/1/2022,70000
3433,2008463,8/1/2022,95000
3434,1601728,6/1/2022,70000
3435,2163640,7/1/2022,159091
3436,3976982,7/1/2022,70000
3437,2209698,8/1/2022,75000
3438,3629160,8/1/2022,99091
3439,3569037,8/1/2022,70000
3440,3653984,8/1/2022,70000
3441,442720,6/1/2022,75000
3442,3850073,6/1/2022,70000
3443,4059662,6/1/2022,70000
3444,834757,7/1/2022,95000
3445,2042014,7/1/2022,70000
3446,3626758,7/1/2022,70000
3447,3792319,7/1/2022,0
3448,3876641,7/1/2022,63871
3449,4136939,7/1/2022,70000
3450,2727465,8/1/2022,75000
3451,2933978,6/1/2022,70000
3452,2419621,6/1/2022,95000
3453,2624226,7/1/2022,155000
3454,481419,8/1/2022,85000
3455,2235183,8/1/2022,75000
3456,696139,6/1/2022,165000
3457,2700557,6/1/2022,75000
3458,3189312,6/1/2022,75000
3459,3068562,7/1/2022,75000
3460,4205459,7/1/2022,70000
3461,996172,8/1/2022,75000
3462,2729371,8/1/2022,75000
3463,1508025,6/1/2022,75000
3464,2180884,6/1/2022,75000
3465,3504340,6/1/2022,70000
3466,2761805,7/1/2022,75000
3467,4268370,8/1/2022,70000
3468,3580651,8/1/2022,70000
3469,2507760,6/1/2022,70000
3470,4150779,6/1/2022,70000
3471,783311,7/1/2022,85000
3472,2063690,7/1/2022,75000
3473,1142683,7/1/2022,95000
3474,3355581,8/1/2022,90000
3475,2392610,8/1/2022,70000
3476,1693043,6/1/2022,70000
3477,2323479,7/1/2022,80000
3478,3031852,7/1/2022,63636
3479,898116,7/1/2022,115000
3480,3334070,7/1/2022,70000
3481,824116,8/1/2022,75000
3482,1694349,8/1/2022,95000
3483,2347492,8/1/2022,75000
3484,3284495,8/1/2022,60000
3485,1173604,6/1/2022,70000
3486,1204873,7/1/2022,115000
3487,3190361,7/1/2022,75000
3488,3223685,7/1/2022,70000
3489,3745230,7/1/2022,70000
3490,4242497,7/1/2022,60000
3491,2057647,8/1/2022,75000
3492,1242694,6/1/2022,75000
3493,3871179,6/1/2022,70000
3494,3948347,6/1/2022,60000
3495,2398782,7/1/2022,99091
3496,4225716,7/1/2022,70000
3497,4027923,7/1/2022,70000
3498,4148675,8/1/2022,70000
3499,2415471,7/1/2022,95000
3500,3597009,7/1/2022,70000
3501,2124495,8/1/2022,75000
3502,2623882,8/1/2022,75000
3503,2997821,8/1/2022,95000
3504,3232845,8/1/2022,90000
3505,4029271,8/1/2022,60000
3506,292770,6/1/2022,85000
3507,2977565,6/1/2022,75000
3508,3088505,6/1/2022,75000
3509,3324266,6/1/2022,70000
3510,3895815,6/1/2022,70000
3511,4091197,7/1/2022,70000
3512,2470228,8/1/2022,75000
3513,3067832,8/1/2022,95000
3514,3918153,8/1/2022,74839
3515,315945,7/1/2022,105000
3516,2836695,7/1/2022,95000
3517,3637793,7/1/2022,99091
3518,4237312,7/1/2022,70000
3519,3713790,8/1/2022,60000
3520,3827404,8/1/2022,80000
3521,3806035,8/1/2022,70000
3522,1725338,6/1/2022,115000
3523,1694407,6/1/2022,80000
3524,774016,7/1/2022,105000
3525,3739042,8/1/2022,63636
3526,4085635,8/1/2022,70000
3527,4298317,8/1/2022,70000
3528,554855,6/1/2022,110000
3529,2990235,6/1/2022,95000
3530,3232214,6/1/2022,70000
3531,2200115,7/1/2022,75000
3532,3631220,7/1/2022,70000
3533,2048921,8/1/2022,75000
3534,3240034,8/1/2022,70000
3535,3570255,8/1/2022,70000
3536,3672703,8/1/2022,70000
3537,3852889,8/1/2022,80000
3538,4351336,8/15/2022,38387
3539,1125292,6/1/2022,115000
3540,1818241,6/1/2022,135000
3541,2541327,6/1/2022,42500
3542,2629613,6/1/2022,95000
3543,2691461,6/1/2022,90000
3544,2965769,6/1/2022,75000
3545,4155978,6/1/2022,70000
3546,2395185,7/1/2022,95000
3547,3759158,7/1/2022,60000
3548,1561017,8/1/2022,95000
3549,2933930,8/1/2022,75000
3550,3908343,6/1/2022,80000
3551,1346250,7/1/2022,80000
3552,3893118,7/1/2022,70323
3553,2993528,8/1/2022,95000
3554,3176760,8/1/2022,70000
3555,4162603,8/1/2022,60000
3556,3903176,8/1/2022,80000
3557,3118368,6/1/2022,95000
3558,3631538,6/1/2022,70000
3559,1631309,8/1/2022,95000
3560,3647223,8/1/2022,60000
3561,4163564,8/1/2022,70000
3562,2909031,6/1/2022,135000
3563,2406803,6/1/2022,4167
3564,2302168,6/1/2022,75000
3565,1935208,7/1/2022,95000
3566,3058786,7/1/2022,95000
3567,3682190,7/1/2022,70000
3568,3860251,8/1/2022,70000
3569,4208135,8/1/2022,70000
3570,861330,8/1/2022,90000
3571,1568892,8/1/2022,75000
3572,2068243,8/1/2022,75000
3573,2568330,8/1/2022,95000
3574,2824115,8/1/2022,95000
3575,2936036,8/1/2022,75000
3576,2514631,6/1/2022,70000
3577,2010479,6/1/2022,70000
3578,664843,6/1/2022,30000
3579,1505981,7/1/2022,75000
3580,2873125,7/1/2022,75000
3581,3467402,7/1/2022,70000
3582,293416,7/1/2022,85000
3583,939950,8/1/2022,115000
3584,943242,8/1/2022,75000
3585,1164897,8/1/2022,16935
3586,2495713,8/1/2022,75000
3587,4383821,8/28/2022,9033
3588,1705566,6/1/2022,75000
3589,2124829,6/1/2022,95000
3590,3881780,6/1/2022,60000
3591,3951786,6/1/2022,70000
3592,2286487,7/1/2022,75000
3593,2322568,7/1/2022,75000
3594,3335658,7/1/2022,90000
3595,3927379,7/1/2022,70000
3596,4141378,8/1/2022,63636
3597,2876340,8/1/2022,75000
3598,3295885,8/1/2022,90000
3599,3851525,8/1/2022,70000
3600,3993377,6/1/2022,63636
3601,676342,6/1/2022,75000
3602,2692653,6/1/2022,95000
3603,3419525,6/1/2022,90000
3604,2501275,7/1/2022,75000
3605,2704899,7/1/2022,75000
3606,631088,8/1/2022,75000
3607,2459632,8/1/2022,75000
3608,2740902,8/1/2022,75000
3609,4100524,8/1/2022,70000
3610,353792,6/1/2022,75000
3611,2190545,6/1/2022,75000
3612,1959509,8/1/2022,70000
3613,2849183,8/1/2022,75000
3614,3706680,8/1/2022,70000
3615,3454185,7/1/2022,70000
3616,2569583,8/1/2022,75000
3617,3409985,8/1/2022,75000
3618,4184756,8/1/2022,70000
3619,725751,7/1/2022,85000
3620,1354385,8/1/2022,75000
3621,3148484,8/1/2022,75000
3622,3728591,8/1/2022,70000
3623,1255792,6/1/2022,65000
3624,1327927,7/1/2022,95000
3625,2086899,7/1/2022,105000
3626,3355467,8/1/2022,70000
3627,473398,7/1/2022,95000
3628,2398825,7/1/2022,75000
3629,2859991,7/1/2022,75000
3630,2685784,8/1/2022,95000
3631,1265656,8/1/2022,70000
3632,1006542,6/1/2022,105000
3633,1706161,7/1/2022,75000
3634,2678425,7/1/2022,75000
3635,2755216,7/1/2022,70000
3636,3139591,7/1/2022,75000
3637,3526786,8/1/2022,70000
3638,3760837,8/1/2022,80000
3639,3885245,6/1/2022,80000
3640,4122079,7/1/2022,70000
3641,4272409,7/14/2022,40646
3642,1190469,6/1/2022,95000
3643,3582240,6/1/2022,70000
3644,3927265,6/1/2022,70000
3645,1389295,7/1/2022,95000
3646,1590275,7/1/2022,70000
3647,1673941,7/1/2022,95000
3648,776008,7/1/2022,85000
3649,4161489,7/1/2022,70000
3650,3552271,8/1/2022,70000
3651,480389,6/1/2022,95000
3652,3636539,6/1/2022,70000
3653,4114896,6/1/2022,70000
3654,3349828,7/1/2022,90000
3655,3319462,7/1/2022,70000
3656,1139027,8/1/2022,95000
3657,1780153,8/1/2022,75000
3658,3521389,8/1/2022,70000
3659,3814927,6/1/2022,70000
3660,1868556,7/1/2022,75000
3661,3351620,7/1/2022,70000
3662,1995506,8/1/2022,90000
3663,3164998,8/1/2022,75000
3664,1571096,6/1/2022,95000
3665,2435734,6/1/2022,75000
3666,3165196,6/1/2022,75000
3667,4053528,6/1/2022,70000
3668,3524817,7/1/2022,63636
3669,3143880,7/1/2022,65000
3670,3279098,8/1/2022,60000
3671,3669610,8/1/2022,70000
3672,3267503,7/1/2022,70000
3673,3938258,7/1/2022,70000
3674,3891064,7/1/2022,70000
3675,198502,8/1/2022,75000
3676,1789077,8/1/2022,75000
3677,4241137,8/1/2022,99091
3678,2131898,6/1/2022,95000
3679,2608187,6/1/2022,95000
3680,2267740,7/1/2022,159091
3681,1193336,7/1/2022,70000
3682,4101793,7/1/2022,70000
3683,3490903,8/1/2022,70000
3684,4213851,8/1/2022,70000
3685,310434,6/1/2022,105000
3686,1275086,6/1/2022,75000
3687,3103828,6/1/2022,75000
3688,3986841,7/1/2022,70000
3689,4288073,7/21/2022,21290
3690,1179873,6/1/2022,95000
3691,1625161,6/1/2022,95000
3692,3595223,6/1/2022,70000
3693,3679381,6/1/2022,80000
3694,1750998,7/1/2022,70000
3695,1644715,8/1/2022,75000
3696,3544768,8/1/2022,70000
3697,2973925,6/1/2022,95000
3698,783742,7/1/2022,159091
3699,1439414,7/1/2022,75000
3700,4145177,7/1/2022,70000
3701,590006,8/1/2022,75000
3702,2135091,8/1/2022,75000
3703,2278249,8/1/2022,95000
3704,3645312,8/1/2022,70000
3705,4290819,8/1/2022,60000
3706,3861926,8/1/2022,60000
3707,1872737,6/1/2022,95000
3708,3385548,6/1/2022,90000
3709,2259582,7/1/2022,115000
3710,4248325,7/4/2022,72258
3711,1104394,8/1/2022,85000
3712,2456022,8/1/2022,75000
3713,3659725,8/1/2022,60000
3714,1834864,7/1/2022,95000
3715,4023486,7/1/2022,79677
3716,543612,8/1/2022,95000
3717,1071177,8/1/2022,75000
3718,1215935,8/1/2022,65000
3719,1600245,8/1/2022,135000
3720,2765251,8/1/2022,70000
3721,3079194,8/1/2022,95000
3722,3824134,8/1/2022,70000
3723,1442274,6/1/2022,143182
3724,3620227,6/1/2022,70000
3725,2585035,7/1/2022,75000
3726,709863,7/1/2022,95000
3727,3308586,8/1/2022,130000
3728,3606136,8/1/2022,70000
3729,3393220,8/1/2022,70000
3730,1338409,6/1/2022,95000
3731,1665451,7/1/2022,95000
3732,3743558,7/1/2022,70000
3733,1239204,8/1/2022,115000
3734,3654721,8/1/2022,70000
3735,1938687,6/1/2022,75000
3736,2510027,7/1/2022,70000
3737,2805926,7/1/2022,75000
3738,3964454,7/1/2022,60000
3739,254866,8/1/2022,85000
3740,1323497,6/1/2022,70000
3741,4028043,6/1/2022,70000
3742,2052662,7/1/2022,95000
3743,3389612,7/1/2022,60000
3744,486031,8/1/2022,159091
3745,1261425,8/1/2022,65000
3746,1832880,8/1/2022,95000
3747,2589756,8/1/2022,95000
3748,1890302,6/1/2022,75000
3749,3652532,6/1/2022,70000
3750,1704307,7/1/2022,115000
3751,3349948,7/1/2022,70000
3752,153127,8/1/2022,75000
3753,2309914,7/1/2022,155000
3754,3039047,7/1/2022,75000
3755,3976245,7/1/2022,70000
3756,2297486,8/1/2022,75000
3757,3037063,8/1/2022,75000
3758,3148536,8/1/2022,115000
3759,3367566,6/1/2022,90000
3760,4179046,7/1/2022,159091
3761,3458478,7/1/2022,70000
3762,3628125,7/1/2022,70000
3763,4163161,7/1/2022,70000
3764,1978380,8/1/2022,75000
3765,2505656,8/1/2022,70000
3766,4299989,8/1/2022,70000
3767,1527345,6/1/2022,115000
3768,1471890,6/1/2022,75000
3769,1633744,7/1/2022,70000
3770,1819975,7/1/2022,95000
3771,1303523,7/1/2022,70000
3772,276714,8/1/2022,95000
3773,1258137,6/1/2022,155000
3774,1701418,6/1/2022,95000
3775,1111268,6/1/2022,75000
3776,3290252,7/1/2022,70000
3777,3299661,7/1/2022,70000
3778,3528770,7/1/2022,70000
3779,3741452,7/1/2022,70000
3780,1277921,7/1/2022,95000
3781,2214523,7/1/2022,75000
3782,3963262,7/1/2022,70000
3783,1663467,8/1/2022,95000
3784,3654955,8/1/2022,70000
3785,2928016,6/1/2022,75000
3786,1736868,6/1/2022,135000
3787,3761457,7/1/2022,70000
3788,1572435,8/1/2022,115000
3789,1876546,6/1/2022,90000
3790,2720041,6/1/2022,90000
3791,3843510,6/1/2022,60000
3792,4013154,6/1/2022,70000
3793,631819,7/1/2022,95000
3794,3818558,7/1/2022,80000
3795,3973858,7/1/2022,70000
3796,3087350,8/1/2022,75000
3797,679101,6/1/2022,95000
3798,471046,6/1/2022,75000
3799,1934990,6/1/2022,65000
3800,1921122,6/1/2022,95000
3801,3287865,6/1/2022,90000
3802,1237245,6/1/2022,50000
3803,1301509,7/1/2022,159091
3804,3132856,7/1/2022,95000
3805,2485885,8/1/2022,95000
3806,3879822,6/1/2022,70000
3807,1436738,7/1/2022,95000
3808,2280233,7/1/2022,95000
3809,2459959,7/1/2022,75000
3810,1792655,8/1/2022,75000
3811,2885483,8/1/2022,95000
3812,2954147,7/1/2022,75000
3813,363145,8/1/2022,85000
3814,3506781,8/1/2022,70000
3815,4102196,8/1/2022,70000
3816,4314878,8/1/2022,70000
3817,2868321,6/1/2022,115000
3818,3990056,6/1/2022,70000
3819,1566096,7/1/2022,95000
3820,2288959,7/1/2022,95000
3821,2498548,7/1/2022,95000
3822,1063986,7/1/2022,75000
3823,3634996,7/1/2022,70000
3824,3844585,7/1/2022,70000
3825,418034,8/1/2022,70000
3826,1420499,8/1/2022,70000
3827,2489412,8/1/2022,95000
3828,1470952,6/1/2022,70000
3829,4128392,6/1/2022,60000
3830,2444765,7/1/2022,90000
3831,4044289,7/1/2022,60000
3832,4306614,8/1/2022,60000
3833,2684478,6/1/2022,70000
3834,1832392,7/1/2022,75000
3835,3905953,7/1/2022,70000
3836,4074973,7/1/2022,60000
3837,656574,8/1/2022,115000
3838,1121464,8/1/2022,75000
3839,2119432,8/1/2022,95000
3840,3284804,8/1/2022,90000
3841,2142640,6/1/2022,85000
3842,1134964,8/1/2022,65000
3843,950628,8/1/2022,75000
3844,1368811,8/1/2022,115000
3845,1413308,8/1/2022,90000
3846,2236969,8/1/2022,95000
3847,412318,6/1/2022,70000
3848,3266590,6/1/2022,90000
3849,1792989,6/1/2022,95000
3850,1842404,6/1/2022,70000
3851,2411695,7/1/2022,95000
3852,2584269,7/1/2022,75000
3853,4094610,8/1/2022,70000
3854,3672781,7/1/2022,70000
3855,727001,8/1/2022,95000
3856,1460863,8/1/2022,115000
3857,2890744,8/1/2022,75000
3858,3643445,8/1/2022,60000
3859,3663645,8/1/2022,70000
3860,381634,6/1/2022,70000
3861,1971894,6/1/2022,95000
3862,2909462,6/1/2022,95000
3863,4005656,6/1/2022,60000
3864,1554847,7/1/2022,75000
3865,1673658,7/1/2022,75000
3866,2240859,7/1/2022,95000
3867,2684358,7/1/2022,70000
3868,2831213,7/1/2022,75000
3869,3668844,8/1/2022,70000
3870,315607,6/1/2022,95000
3871,3155787,6/1/2022,75000
3872,2022546,7/1/2022,95000
3873,1293405,8/1/2022,135000
3874,2865061,8/1/2022,75000
3875,3118170,8/1/2022,95000
3876,1888448,7/1/2022,95000
3877,2397033,7/1/2022,95000
3878,3883919,7/1/2022,61935
3879,2049857,8/1/2022,115000
3880,1954482,6/1/2022,75000
3881,3795268,7/1/2022,60000
3882,4008981,8/1/2022,63636
3883,1198096,8/1/2022,85000
3884,2396728,8/1/2022,95000
3885,1630389,6/1/2022,95000
3886,2979124,6/1/2022,95000
3887,1086574,6/1/2022,75000
3888,2031955,6/1/2022,75000
3889,2884859,6/1/2022,75000
3890,3541439,6/1/2022,70000
3891,4002785,6/1/2022,70000
3892,2148437,7/1/2022,75000
3893,3220243,7/1/2022,90000
3894,3587477,7/1/2022,99091
3895,3818935,8/1/2022,70000
3896,640232,6/1/2022,75000
3897,1501545,7/1/2022,70000
3898,1402908,8/1/2022,95000
3899,4072337,8/1/2022,80000
3900,4013381,6/1/2022,70000
3901,2529345,7/1/2022,75000
3902,3485613,7/1/2022,70000
3903,3499538,8/1/2022,90000
3904,3969997,6/1/2022,70000
3905,1188761,7/1/2022,90000
3906,339583,8/1/2022,165000
3907,976346,8/1/2022,105000
3908,2177137,8/1/2022,75000
3909,3772539,8/1/2022,70000
3910,2435309,6/1/2022,75000
3911,2942306,6/1/2022,95000
3912,4155890,6/1/2022,80000
3913,4238341,6/30/2022,2334
3914,3179304,7/1/2022,75000
3915,1493427,8/1/2022,70000
3916,3782117,8/1/2022,70000
3917,4314141,8/1/2022,70000
3918,830386,6/1/2022,95000
3919,2380416,6/1/2022,95000
3920,2132840,6/1/2022,95000
3921,2238930,6/1/2022,75000
3922,2927698,7/1/2022,75000
3923,3218999,7/1/2022,60000
3924,3664716,7/1/2022,70000
3925,4027215,7/1/2022,70000
3926,1757594,8/1/2022,95000
3927,2948473,8/1/2022,90000
3928,3336350,8/1/2022,70000
3929,1937661,6/1/2022,95000
3930,1181834,6/1/2022,75000
3931,3135447,6/1/2022,75000
3932,3515217,6/1/2022,70000
3933,3658695,6/1/2022,70000
3934,1746283,7/1/2022,75000
3935,4390020,8/31/2022,1936
3936,1610072,6/1/2022,95000
3937,3504080,6/1/2022,75000
3938,2099344,7/1/2022,75000
3939,2620074,8/1/2022,75000
3940,1555220,6/1/2022,70000
3941,4154218,6/1/2022,80000
3942,413111,7/1/2022,70000
3943,2431068,7/1/2022,95000
3944,3265535,7/1/2022,90000
3945,4251088,7/5/2022,69677
3946,2817473,8/1/2022,95000
3947,4271182,8/1/2022,70000
3948,2298535,6/1/2022,95000
3949,2075201,6/1/2022,60000
3950,3830524,6/1/2022,70000
3951,3547460,7/1/2022,70000
3952,2511310,8/1/2022,75000
3953,4068190,8/1/2022,70000
3954,702880,6/1/2022,105000
3955,232478,6/1/2022,70000
3956,1889672,6/1/2022,95000
3957,4233883,6/28/2022,7000
3958,4233972,6/28/2022,7000
3959,1486487,7/1/2022,70000
3960,3615623,7/1/2022,70000
3961,2456737,8/1/2022,75000
3962,3777233,8/1/2022,60000
3963,2037091,7/1/2022,105000
3964,4296135,7/24/2022,18064
3965,701516,6/1/2022,95000
3966,4017595,6/1/2022,109091
3967,1713920,7/1/2022,75000
3968,2761919,7/1/2022,95000
3969,2971850,7/1/2022,75000
3970,4145489,7/1/2022,70000
3971,182905,8/1/2022,75000
3972,1900981,8/1/2022,75000
3973,2129064,8/1/2022,95000
3974,4209814,8/1/2022,70000
3975,587247,6/1/2022,95000
3976,1286077,6/1/2022,95000
3977,3433311,6/1/2022,70000
3978,3499560,7/1/2022,70000
3979,533009,7/1/2022,75000
3980,2729342,8/1/2022,75000
3981,2731014,8/1/2022,75000
3982,2848157,8/1/2022,95000
3983,4240498,8/1/2022,70000
3984,3970422,6/1/2022,70000
3985,1987920,7/1/2022,70000
3986,3618945,7/1/2022,70000
3987,4195061,7/1/2022,70000
3988,2838040,8/1/2022,95000
3989,3814480,8/1/2022,70000
3990,2821046,6/1/2022,90000
3991,3518800,6/1/2022,60000
3992,3767484,6/1/2022,70000
3993,3991189,6/1/2022,70000
3994,2355982,7/1/2022,95000
3995,2591853,7/1/2022,75000
3996,3807965,7/1/2022,70000
3997,4291587,8/1/2022,80000
3998,694775,6/1/2022,155000
3999,3234971,6/1/2022,90000
4000,2813429,6/1/2022,95000
4001,1025511,7/1/2022,75000
4002,827155,8/1/2022,75000
4003,1399557,8/1/2022,95000
4004,2606486,8/1/2022,95000
4005,3744188,8/1/2022,70000
4006,2090542,6/1/2022,95000
4007,2898806,6/1/2022,75000
4008,4033469,6/1/2022,70000
4009,3859529,6/1/2022,70000
4010,1460210,7/1/2022,75000
4011,2391469,7/1/2022,115000
4012,954791,7/1/2022,105000
4013,4167620,7/1/2022,80000
4014,3982152,7/1/2022,70000
4015,1499561,8/1/2022,70000
4016,4169159,8/1/2022,70000
4017,2313768,6/1/2022,70000
4018,3467317,6/1/2022,70000
4019,3326172,6/1/2022,70000
4020,4291541,7/22/2022,25806
4021,1048193,8/1/2022,95000
4022,1050156,8/1/2022,85000
4023,2651687,8/1/2022,115000
4024,1349117,6/1/2022,95000
4025,2222080,7/1/2022,75000
4026,3879929,7/1/2022,70000
4027,1902660,8/1/2022,75000
4028,2836361,8/1/2022,95000
4029,3183886,6/1/2022,75000
4030,2958382,7/1/2022,75000
4031,4262274,7/10/2022,49677
4032,2260274,8/1/2022,95000
4033,3792034,8/1/2022,70000
4034,4027589,8/1/2022,70000
4035,3556047,6/1/2022,70000
4036,1707125,7/1/2022,75000
4037,4171179,7/1/2022,70000
4038,3229091,8/1/2022,90000
4039,4262947,8/1/2022,60000
4040,4138482,8/1/2022,70000
4041,4169341,6/1/2022,70000
